Skill,Ubicacion_anterior,Ubicacion_final,Estado,Motivo
plasmic-automation,.claude/skills/plasmic-automation,.claude/skill-library-archive/integrations/plasmic-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
platerecognizer-automation,.claude/skills/platerecognizer-automation,.claude/skill-library-archive/integrations/platerecognizer-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
plisio-automation,.claude/skills/plisio-automation,.claude/skill-library-archive/integrations/plisio-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
plugin-audit,.claude/skills/plugin-audit,.claude/skill-library-archive/unreviewed/plugin-audit,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
pm-skills,.claude/skills/pm-skills,.claude/skill-library-archive/unreviewed/pm-skills,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
polars-bio,.claude/skills/polars-bio,.claude/skill-library-archive/integrations/polars-bio,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
polars,.claude/skills/polars,.claude/skill-library-archive/integrations/polars,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
polygon-automation,.claude/skills/polygon-automation,.claude/skill-library-archive/integrations/polygon-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
polygon-io-automation,.claude/skills/polygon-io-automation,.claude/skill-library-archive/integrations/polygon-io-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
poptin-automation,.claude/skills/poptin-automation,.claude/skill-library-archive/integrations/poptin-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
popup-cro,.claude/skills/popup-cro,.claude/skill-library-archive/unreviewed/popup-cro,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
post-mortem,.claude/skills/post-mortem,.claude/skill-library-archive/unreviewed/post-mortem,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
postgres-optimization,.claude/skills/postgres-optimization,.claude/skill-library-archive/integrations/postgres-optimization,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
postgresql,.claude/skills/postgresql,.claude/skills/01-backend/postgresql,activa,Cumple criterios MVP Trading y reduce ruido contextual.
postgrid-automation,.claude/skills/postgrid-automation,.claude/skill-library-archive/integrations/postgrid-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
postgrid-verify-automation,.claude/skills/postgrid-verify-automation,.claude/skill-library-archive/integrations/postgrid-verify-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
postmortem-writing,.claude/skills/postmortem-writing,.claude/skill-library-archive/integrations/postmortem-writing,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
postmortem,.claude/skills/postmortem,.claude/skill-library-archive/unreviewed/postmortem,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
pptx-deck-context,.claude/skills/pptx-deck-context,.claude/skill-library-archive/integrations/pptx-deck-context,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
pptx-posters,.claude/skills/pptx-posters,.claude/skill-library-archive/integrations/pptx-posters,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
pptx-quality-gates,.claude/skills/pptx-quality-gates,.claude/skill-library-archive/integrations/pptx-quality-gates,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
pptx-reference-deck-analysis,.claude/skills/pptx-reference-deck-analysis,.claude/skill-library-archive/integrations/pptx-reference-deck-analysis,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
pptx-slide-specification,.claude/skills/pptx-slide-specification,.claude/skill-library-archive/integrations/pptx-slide-specification,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
pptx-visual-assets,.claude/skills/pptx-visual-assets,.claude/skill-library-archive/integrations/pptx-visual-assets,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
pptx,.claude/skills/pptx,.claude/skill-library-archive/integrations/pptx,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
pr-review-expert,.claude/skills/pr-review-expert,.claude/skill-library-archive/unreviewed/pr-review-expert,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
prd,.claude/skills/prd,.claude/skill-library-archive/unreviewed/prd,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
precoro-automation,.claude/skills/precoro-automation,.claude/skill-library-archive/integrations/precoro-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
preference-optimization,.claude/skills/preference-optimization,.claude/skill-library-archive/integrations/preference-optimization,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
prerender-automation,.claude/skills/prerender-automation,.claude/skill-library-archive/integrations/prerender-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
pricing-strategist,.claude/skills/pricing-strategist,.claude/skill-library-archive/unreviewed/pricing-strategist,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
pricing-strategy,.claude/skills/pricing-strategy,.claude/skill-library-archive/unreviewed/pricing-strategy,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
primekg,.claude/skills/primekg,.claude/skill-library-archive/integrations/primekg,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
printautopilot-automation,.claude/skills/printautopilot-automation,.claude/skill-library-archive/integrations/printautopilot-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
prisma-automation,.claude/skills/prisma-automation,.claude/skill-library-archive/integrations/prisma-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
prismic-automation,.claude/skills/prismic-automation,.claude/skill-library-archive/integrations/prismic-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
process-mapper,.claude/skills/process-mapper,.claude/skill-library-archive/unreviewed/process-mapper,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
process-street-automation,.claude/skills/process-street-automation,.claude/skill-library-archive/integrations/process-street-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
procfu-automation,.claude/skills/procfu-automation,.claude/skill-library-archive/integrations/procfu-automation,archivada,Skill de integración externa/no prioritaria para construcción del Trading MVP.
procurement-optimizer,.claude/skills/procurement-optimizer,.claude/skill-library-archive/unreviewed/procurement-optimizer,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
product-analytics,.claude/skills/product-analytics,.claude/skill-library-archive/unreviewed/product-analytics,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
product-discovery,.claude/skills/product-discovery,.claude/skill-library-archive/unreviewed/product-discovery,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
product-manager-toolkit,.claude/skills/product-manager-toolkit,.claude/skill-library-archive/unreviewed/product-manager-toolkit,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
product-manager,.claude/skills/product-manager,.claude/skill-library-archive/unreviewed/product-manager,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
product-research,.claude/skills/product-research,.claude/skill-library-archive/unreviewed/product-research,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
product-skills,.claude/skills/product-skills,.claude/skill-library-archive/unreviewed/product-skills,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
product-strategist,.claude/skills/product-strategist,.claude/skill-library-archive/unreviewed/product-strategist,unreviewed,Skill incompleta/superficial o puntero externo no autosuficiente; requiere revisión manual.
